	Target	Regulator
2620	NRARP	P51532_S1382_1_1_NO_Single
2621	HDAC6	P51532_S1382_1_1_NO_Single
2622	CAPRIN2	P51532_S1382_1_1_NO_Single
2623	CCS	P51532_S1382_1_1_NO_Single
2624	KDM2A	Q13263_S473_1_1_YES_Single
2625	IPO11	P51532_S1382_1_1_NO_Single
2626	LSP1	P51532_S1382_1_1_NO_Single
2627	FITM2	P51532_S1382_1_1_NO_Single
2628	ITFG2	P51532_S1382_1_1_NO_Single
2629	DGKD	P51532_S1382_1_1_NO_Single
2630	MSI2	P51532_S1382_1_1_NO_Single
2631	RCOR3	P51532_S1382_1_1_NO_Single
2632	ZNF572	Q13263_S473_1_1_YES_Single
2633	TUBG2	P51532_S1382_1_1_NO_Single
2634	CYBRD1	P51532_S1382_1_1_NO_Single
2635	BRPF3	P51532_S1382_1_1_NO_Single
2636	LCP1	P51532_S1382_1_1_NO_Single
2637	IGHMBP2	P51532_S1382_1_1_NO_Single
2638	GNL1	P51532_S1382_1_1_NO_Single
2639	EGR2	P51532_S1382_1_1_NO_Single
2640	IPO8	P51532_S1382_1_1_NO_Single
2641	TRPV6	Q13263_S473_1_1_YES_Single
2642	LANCL2	Q13263_S473_1_1_YES_Single
2643	ARID1B	P51532_S1382_1_1_NO_Single
2644	DVL1	P51532_S1382_1_1_NO_Single
2645	NOTCH3	Q13263_S473_1_1_YES_Single
2646	HOPX	P51532_S1382_1_1_NO_Single
2647	MRPL3	P51532_S1382_1_1_NO_Single
2648	CDC42	P51532_S1382_1_1_NO_Single
2649	INHBA	P51532_S1382_1_1_NO_Single
2650	CCDC88B	P51532_S1382_1_1_NO_Single
2651	MRPS6	P51532_S1382_1_1_NO_Single
2652	WDR26	P51532_S1382_1_1_NO_Single
2653	PHACTR4	P51532_S1382_1_1_NO_Single
2654	HUWE1	P51532_S1382_1_1_NO_Single
2655	PABPN1	P51532_S1382_1_1_NO_Single
2656	SLC44A3	P51532_S1382_1_1_NO_Single
2657	SLC36A1	P51532_S1382_1_1_NO_Single
2658	CLDN10	P51532_S1382_1_1_NO_Single
2659	ALPK1	P51532_S1382_1_1_NO_Single
2660	XPO7	P51532_S1382_1_1_NO_Single
2661	SDCCAG8	P51532_S1382_1_1_NO_Single
2662	ITGA9	Q13263_S473_1_1_YES_Single
2663	ADAM22	P51532_S1382_1_1_NO_Single
2664	SERPINB9	P51532_S1382_1_1_NO_Single
2665	LRFN3	P51532_S1382_1_1_NO_Single
2666	BEND3	P51532_S1382_1_1_NO_Single
2667	DENND1B	P51532_S1382_1_1_NO_Single
2668	PXMP2	P51532_S1382_1_1_NO_Single
2669	ZNF169	P51532_S1382_1_1_NO_Single
2670	FGL2	P51532_S1382_1_1_NO_Single
2671	CCN1	Q13263_S473_1_1_YES_Single
2672	VILL	P51532_S1382_1_1_NO_Single
2673	AGL	P51532_S1382_1_1_NO_Single
2674	LRRC58	Q13263_S473_1_1_YES_Single
2675	BANP	P51532_S1382_1_1_NO_Single
2676	RAB12	P51532_S1382_1_1_NO_Single
2677	PSMA4	P51532_S1382_1_1_NO_Single
2678	FAM131A	P51532_S1382_1_1_NO_Single
2679	GATA2	P51532_S1382_1_1_NO_Single
2680	RARRES1	P51532_S1382_1_1_NO_Single
2681	DHRS3	P51532_S1382_1_1_NO_Single
2682	RNF122	P51532_S1382_1_1_NO_Single
2683	SEC24B	P51532_S1382_1_1_NO_Single
2684	HSF1	P51532_S1382_1_1_NO_Single
2685	SYDE2	P51532_S1382_1_1_NO_Single
2686	NBEAL2	P51532_S1382_1_1_NO_Single
2687	GK	P51532_S1382_1_1_NO_Single
2688	VDR	P51532_S1382_1_1_NO_Single
2689	CENPU	P51532_S1382_1_1_NO_Single
2690	NFAM1	Q13263_S473_1_1_YES_Single
2691	PACSIN3	P51532_S1382_1_1_NO_Single
2692	STT3B	P51532_S1382_1_1_NO_Single
2693	RGMA	Q13263_S473_1_1_YES_Single
2694	EIF4G3	P51532_S1382_1_1_NO_Single
2695	ARSA	P51532_S1382_1_1_NO_Single
2696	USP33	P51532_S1382_1_1_NO_Single
2697	TRAP1	P51532_S1382_1_1_NO_Single
2698	ZNF624	Q13263_S473_1_1_YES_Single
2699	ECT2	P51532_S1382_1_1_NO_Single
2700	FDFT1	P51532_S1382_1_1_NO_Single
2701	NUDT4	P51532_S1382_1_1_NO_Single
2702	DHX16	P51532_S1382_1_1_NO_Single
2703	PIWIL4	P51532_S1382_1_1_NO_Single
2704	NID2	P51532_S1382_1_1_NO_Single
2705	C21orf91	Q13263_S473_1_1_YES_Single
2706	DKK3	Q13263_S473_1_1_YES_Single
2707	HDHD2	P51532_S1382_1_1_NO_Single
2708	YWHAB	P51532_S1382_1_1_NO_Single
2709	CAT	Q13263_S473_1_1_YES_Single
2710	CENPC	P51532_S1382_1_1_NO_Single
2711	BPTF	P51532_S1382_1_1_NO_Single
2712	SYNDIG1	P51532_S1382_1_1_NO_Single
2713	TAB2	P51532_S1382_1_1_NO_Single
2714	ETV1	Q13263_S473_1_1_YES_Single
2715	TNS1	P51532_S1382_1_1_NO_Single
2716	IRF2BPL	Q13263_S473_1_1_YES_Single
2717	VGLL3	P51532_S1382_1_1_NO_Single
2718	CIRBP	P51532_S1382_1_1_NO_Single
2719	FMN1	P51532_S1382_1_1_NO_Single
2720	RETREG2	Q13263_S473_1_1_YES_Single
2721	MYOF	P51532_S1382_1_1_NO_Single
2722	FRMD4B	Q13263_S473_1_1_YES_Single
2723	SPR	P51532_S1382_1_1_NO_Single
2724	RRM2B	P51532_S1382_1_1_NO_Single
2725	PDCD10	P51532_S1382_1_1_NO_Single
2726	ENDOD1	P51532_S1382_1_1_NO_Single
2727	LAMC1	P51532_S1382_1_1_NO_Single
2728	GRIK1	P51532_S1382_1_1_NO_Single
2729	PLD1	Q13263_S473_1_1_YES_Single
2730	R3HCC1L	P51532_S1382_1_1_NO_Single
2731	CDC7	P51532_S1382_1_1_NO_Single
2732	STX6	Q13263_S473_1_1_YES_Single
2733	MTREX	P51532_S1382_1_1_NO_Single
2734	DENND2A	P51532_S1382_1_1_NO_Single
2735	RNF146	P51532_S1382_1_1_NO_Single
2736	GXYLT1	Q13263_S473_1_1_YES_Single
2737	FCHO1	P51532_S1382_1_1_NO_Single
2738	IRS1	Q13263_S473_1_1_YES_Single
2739	SPOCD1	P51532_S1382_1_1_NO_Single
2740	PROS1	P42224_S727_1_1_YES_Single
2741	EGR1	P51532_S1382_1_1_NO_Single
2742	COMMD4	P51532_S1382_1_1_NO_Single
2743	ERGIC2	P51532_S1382_1_1_NO_Single
2744	PDE3A	Q13263_S473_1_1_YES_Single
2745	COX20	P51532_S1382_1_1_NO_Single
2746	LZIC	P51532_S1382_1_1_NO_Single
2747	REL	P51532_S1382_1_1_NO_Single
2748	MAPKAP1	P51532_S1382_1_1_NO_Single
2749	RBPMS	P51532_S1382_1_1_NO_Single
2750	HAPSTR1	P51532_S1382_1_1_NO_Single
2751	UBOX5	P51532_S1382_1_1_NO_Single
2752	KIF15	P51532_S1382_1_1_NO_Single
2753	TRERF1	P51532_S1382_1_1_NO_Single
2754	ZNF462	P51532_S1382_1_1_NO_Single
2755	ACVR1	Q13263_S473_1_1_YES_Single
2756	BCL9L	P51532_S1382_1_1_NO_Single
2757	ZNF383	Q13263_S473_1_1_YES_Single
2758	POMGNT2	Q13263_S473_1_1_YES_Single
2759	DOT1L	P51532_S1382_1_1_NO_Single
2760	FRG1	Q13263_S473_1_1_YES_Single
2761	CD84	P51532_S1382_1_1_NO_Single
2762	ZNF563	P51532_S1382_1_1_NO_Single
2763	FAM111B	P51532_S1382_1_1_NO_Single
2764	ZMYND8	Q13263_S473_1_1_YES_Single
2765	VAPA	P51532_S1382_1_1_NO_Single
2766	TMEM138	P51532_S1382_1_1_NO_Single
2767	RTP4	P51532_S1382_1_1_NO_Single
2768	TUT1	P51532_S1382_1_1_NO_Single
2769	SERINC1	P51532_S1382_1_1_NO_Single
2770	CCND2	P51532_S1382_1_1_NO_Single
2771	NFIX	P51532_S1382_1_1_NO_Single
2772	IPMK	Q13263_S473_1_1_YES_Single
2773	TM7SF2	P51532_S1382_1_1_NO_Single
2774	ZNRF3	P51532_S1382_1_1_NO_Single
2775	SCAPER	Q13263_S473_1_1_YES_Single
2776	PMS2	P51532_S1382_1_1_NO_Single
2777	ARID2	P51532_S1382_1_1_NO_Single
2778	AFF4	P51532_S1382_1_1_NO_Single
2779	QTRT2	P51532_S1382_1_1_NO_Single
2780	ARMC3	P51532_S1382_1_1_NO_Single
2781	GSTK1	P42224_S727_1_1_YES_Single
2782	PEX12	P51532_S1382_1_1_NO_Single
2783	ZNF230	P51532_S1382_1_1_NO_Single
2784	KDM1A	P51532_S1382_1_1_NO_Single
2785	MAP3K7	P51532_S1382_1_1_NO_Single
2786	TTI2	P51532_S1382_1_1_NO_Single
2787	MYO5C	P51532_S1382_1_1_NO_Single
2788	VDAC2	P51532_S1382_1_1_NO_Single
2789	AUNIP	P51532_S1382_1_1_NO_Single
2790	FBXO4	P51532_S1382_1_1_NO_Single
2791	ZNF329	P51532_S1382_1_1_NO_Single
2792	ATP5MC3	P51532_S1382_1_1_NO_Single
2793	TGIF2	P51532_S1382_1_1_NO_Single
2794	TBC1D10C	P51532_S1382_1_1_NO_Single
2795	LEF1	Q13263_S473_1_1_YES_Single
2796	SMC4	P51532_S1382_1_1_NO_Single
2797	ZNF69	P51532_S1382_1_1_NO_Single
2798	KRIT1	P51532_S1382_1_1_NO_Single
2799	SLC12A9	P51532_S1382_1_1_NO_Single
2800	PDCD5	P51532_S1382_1_1_NO_Single
2801	NSUN3	P51532_S1382_1_1_NO_Single
2802	SAMD4A	P51532_S1382_1_1_NO_Single
2803	PDP2	P51532_S1382_1_1_NO_Single
2804	SNX1	P51532_S1382_1_1_NO_Single
2805	AAAS	P51532_S1382_1_1_NO_Single
2806	HCLS1	P51532_S1382_1_1_NO_Single
2807	ITPR1	Q13263_S473_1_1_YES_Single
2808	RSF1	P51532_S1382_1_1_NO_Single
2809	SYN1	P51532_S1382_1_1_NO_Single
2810	HOOK3	P51532_S1382_1_1_NO_Single
2811	GPSM2	P51532_S1382_1_1_NO_Single
2812	SELENOI	P51532_S1382_1_1_NO_Single
2813	FBXO33	P51532_S1382_1_1_NO_Single
2814	HEY2	P51532_S1382_1_1_NO_Single
2815	CCRL2	P51532_S1382_1_1_NO_Single
2816	SNX25	P51532_S1382_1_1_NO_Single
2817	SKAP1	P51532_S1382_1_1_NO_Single
2818	MAMLD1	P51532_S1382_1_1_NO_Single
2819	DNAJC10	P51532_S1382_1_1_NO_Single
2820	EDIL3	P51532_S1382_1_1_NO_Single
2821	STAG1	P51532_S1382_1_1_NO_Single
2822	FBXL2	P51532_S1382_1_1_NO_Single
2823	NAA25	P51532_S1382_1_1_NO_Single
2824	MAML3	P51532_S1382_1_1_NO_Single
2825	GADD45A	Q13263_S473_1_1_YES_Single
2826	MFSD2A	Q13263_S473_1_1_YES_Single
2827	LRP2BP	P51532_S1382_1_1_NO_Single
2828	PAQR5	P51532_S1382_1_1_NO_Single
2829	TSEN15	P51532_S1382_1_1_NO_Single
2830	IRF1	P51532_S1382_1_1_NO_Single
2831	TUFT1	P51532_S1382_1_1_NO_Single
2832	SQLE	P51532_S1382_1_1_NO_Single
2833	PGGT1B	P51532_S1382_1_1_NO_Single
2834	UBE2G1	P51532_S1382_1_1_NO_Single
2835	KCMF1	P51532_S1382_1_1_NO_Single
2836	EEFSEC	P51532_S1382_1_1_NO_Single
2837	UBB	P51532_S1382_1_1_NO_Single
2838	PLEKHG5	P51532_S1382_1_1_NO_Single
2839	WDR20	P51532_S1382_1_1_NO_Single
2840	CHST10	P51532_S1382_1_1_NO_Single
2841	FAAP20	P51532_S1382_1_1_NO_Single
2842	TOMM40	P51532_S1382_1_1_NO_Single
2843	DACT2	Q13263_S473_1_1_YES_Single
2844	ALOX12	P51532_S1382_1_1_NO_Single
2845	TANGO2	P51532_S1382_1_1_NO_Single
2846	TINAGL1	Q13263_S473_1_1_YES_Single
2847	MSX1	Q13263_S473_1_1_YES_Single
2848	RNH1	P51532_S1382_1_1_NO_Single
2849	GPALPP1	P51532_S1382_1_1_NO_Single
2850	E2F2	P51532_S1382_1_1_NO_Single
2851	HECTD2	Q13263_S473_1_1_YES_Single
2852	ETV6	P51532_S1382_1_1_NO_Single
2853	ARHGAP35	P51532_S1382_1_1_NO_Single
2854	TFEC	P51532_S1382_1_1_NO_Single
2855	ABHD11	Q13263_S473_1_1_YES_Single
2856	GABARAPL1	Q13263_S473_1_1_YES_Single
2857	MKX	Q13263_S473_1_1_YES_Single
2858	MAP2K2	P51532_S1382_1_1_NO_Single
2859	TMEM219	P51532_S1382_1_1_NO_Single
2860	LPGAT1	P51532_S1382_1_1_NO_Single
2861	CLUAP1	P51532_S1382_1_1_NO_Single
2862	SCARB2	P51532_S1382_1_1_NO_Single
2863	MGMT	Q13263_S473_1_1_YES_Single
2864	TSPAN33	Q13263_S473_1_1_YES_Single
2865	HRH1	P51532_S1382_1_1_NO_Single
2866	HOXB3	P51532_S1382_1_1_NO_Single
2867	MYO1G	P51532_S1382_1_1_NO_Single
2868	GEMIN8	P51532_S1382_1_1_NO_Single
2869	ZFP69	Q13263_S473_1_1_YES_Single
2870	CLEC10A	P51532_S1382_1_1_NO_Single
2871	DLC1	Q13263_S473_1_1_YES_Single
2872	ETV7	P51532_S1382_1_1_NO_Single
2873	BBS9	P51532_S1382_1_1_NO_Single
2874	PDE2A	P51532_S1382_1_1_NO_Single
2875	CCNJL	P51532_S1382_1_1_NO_Single
2876	SEC14L1	P51532_S1382_1_1_NO_Single
2877	MCM5	Q13263_S473_1_1_YES_Single
2878	ACYP1	P51532_S1382_1_1_NO_Single
2879	AKR1A1	P51532_S1382_1_1_NO_Single
2880	RNASEH2B	P51532_S1382_1_1_NO_Single
2881	CLU	Q13263_S473_1_1_YES_Single
2882	PEBP1	P51532_S1382_1_1_NO_Single
2883	USP2	P51532_S1382_1_1_NO_Single
2884	EFCAB2	P51532_S1382_1_1_NO_Single
2885	EIF2AK4	P51532_S1382_1_1_NO_Single
2886	VPS37B	Q13263_S473_1_1_YES_Single
2887	ZNF608	P51532_S1382_1_1_NO_Single
2888	SLC2A1	P51532_S1382_1_1_NO_Single
2889	LUZP1	P51532_S1382_1_1_NO_Single
2890	THAP11	P51532_S1382_1_1_NO_Single
2891	LNPK	P51532_S1382_1_1_NO_Single
2892	MXD3	P51532_S1382_1_1_NO_Single
2893	TTC28	P51532_S1382_1_1_NO_Single
2894	USO1	P51532_S1382_1_1_NO_Single
2895	RASA3	P51532_S1382_1_1_NO_Single
2896	EXOSC9	P51532_S1382_1_1_NO_Single
2897	ZCCHC4	P51532_S1382_1_1_NO_Single
2898	C6orf52	P51532_S1382_1_1_NO_Single
2899	GAS2L1	P51532_S1382_1_1_NO_Single
2900	XPNPEP3	P51532_S1382_1_1_NO_Single
2901	TLR4	P51532_S1382_1_1_NO_Single
2902	SECTM1	P51532_S1382_1_1_NO_Single
2903	TIAL1	P51532_S1382_1_1_NO_Single
2904	CYSTM1	P51532_S1382_1_1_NO_Single
2905	TACC1	Q13263_S473_1_1_YES_Single
2906	CMTM4	P51532_S1382_1_1_NO_Single
2907	ZNF34	P51532_S1382_1_1_NO_Single
2908	SDHAF4	P51532_S1382_1_1_NO_Single
2909	C5orf15	P51532_S1382_1_1_NO_Single
2910	INO80	P51532_S1382_1_1_NO_Single
2911	NCK2	P51532_S1382_1_1_NO_Single
2912	NRCAM	Q13263_S473_1_1_YES_Single
2913	SYPL1	P51532_S1382_1_1_NO_Single
2914	BTBD9	P51532_S1382_1_1_NO_Single
2915	TEAD1	Q13263_S473_1_1_YES_Single
2916	SOCS6	P51532_S1382_1_1_NO_Single
2917	COPB1	P51532_S1382_1_1_NO_Single
2918	RBX1	P51532_S1382_1_1_NO_Single
2919	PRKCQ	P51532_S1382_1_1_NO_Single
2920	ITGB4	P51532_S1382_1_1_NO_Single
2921	MIER3	P51532_S1382_1_1_NO_Single
2922	FBXO42	P51532_S1382_1_1_NO_Single
2923	EBPL	Q13263_S473_1_1_YES_Single
2924	ZNF697	P51532_S1382_1_1_NO_Single
2925	CHEK2	P51532_S1382_1_1_NO_Single
2926	RGS9	P51532_S1382_1_1_NO_Single
2927	PIGH	P51532_S1382_1_1_NO_Single
2928	PREPL	P51532_S1382_1_1_NO_Single
2929	TCF20	P51532_S1382_1_1_NO_Single
2930	NUP210	P51532_S1382_1_1_NO_Single
2931	CD80	P51532_S1382_1_1_NO_Single
2932	ZNF639	P51532_S1382_1_1_NO_Single
2933	MARCHF6	P51532_S1382_1_1_NO_Single
2934	SRPK1	P51532_S1382_1_1_NO_Single
2935	PANK2	P51532_S1382_1_1_NO_Single
2936	TMEM86A	P51532_S1382_1_1_NO_Single
2937	KIT	P51532_S1382_1_1_NO_Single
2938	NUP205	Q13263_S473_1_1_YES_Single
2939	NDEL1	P51532_S1382_1_1_NO_Single
2940	BCAR3	P51532_S1382_1_1_NO_Single
2941	UQCR11	P51532_S1382_1_1_NO_Single
2942	GPNMB	P51532_S1382_1_1_NO_Single
2943	SPTBN4	P51532_S1382_1_1_NO_Single
2944	ZFAND5	P51532_S1382_1_1_NO_Single
2945	CORO1C	P51532_S1382_1_1_NO_Single
2946	RHCE	P51532_S1382_1_1_NO_Single
2947	BCAS4	P51532_S1382_1_1_NO_Single
2948	SREK1IP1	P51532_S1382_1_1_NO_Single
2949	IL10	P51532_S1382_1_1_NO_Single
2950	ZSCAN2	P51532_S1382_1_1_NO_Single
2951	JADE3	P51532_S1382_1_1_NO_Single
2952	MARCHF7	P51532_S1382_1_1_NO_Single
2953	GULP1	Q13263_S473_1_1_YES_Single
2954	AASS	P51532_S1382_1_1_NO_Single
2955	DENND2C	P51532_S1382_1_1_NO_Single
2956	MGST1	P51532_S1382_1_1_NO_Single
2957	COL4A5	P51532_S1382_1_1_NO_Single
2958	MAPK6	Q13263_S473_1_1_YES_Single
2959	TENM4	Q13263_S473_1_1_YES_Single
2960	FAM3C	Q13263_S473_1_1_YES_Single
2961	PFKFB3	P51532_S1382_1_1_NO_Single
2962	UTP3	P51532_S1382_1_1_NO_Single
2963	STX12	P51532_S1382_1_1_NO_Single
2964	EIF4A2	P51532_S1382_1_1_NO_Single
2965	ACIN1	P51532_S1382_1_1_NO_Single
2966	KCNJ15	P51532_S1382_1_1_NO_Single
2967	SAMSN1	P51532_S1382_1_1_NO_Single
2968	C12orf76	P51532_S1382_1_1_NO_Single
2969	CYB561D1	P51532_S1382_1_1_NO_Single
2970	HYLS1	Q13263_S473_1_1_YES_Single
2971	TAF1	P51532_S1382_1_1_NO_Single
2972	AMMECR1L	P51532_S1382_1_1_NO_Single
2973	GGCX	P51532_S1382_1_1_NO_Single
2974	PDGFD	P51532_S1382_1_1_NO_Single
2975	PRKX	Q13263_S473_1_1_YES_Single
2976	DGCR2	P51532_S1382_1_1_NO_Single
2977	MBD1	P51532_S1382_1_1_NO_Single
2978	GUK1	P51532_S1382_1_1_NO_Single
2979	ATOH8	P51532_S1382_1_1_NO_Single
2980	LRRC8B	P51532_S1382_1_1_NO_Single
2981	SEPHS2	P51532_S1382_1_1_NO_Single
2982	STX16	Q13263_S473_1_1_YES_Single
2983	TXNRD2	P51532_S1382_1_1_NO_Single
2984	ZNHIT6	Q13263_S473_1_1_YES_Single
2985	RPS16	P51532_S1382_1_1_NO_Single
2986	SMC1B	P51532_S1382_1_1_NO_Single
2987	CASD1	P51532_S1382_1_1_NO_Single
2988	SNX16	P51532_S1382_1_1_NO_Single
2989	CFAP251	P51532_S1382_1_1_NO_Single
2990	UBA52	P51532_S1382_1_1_NO_Single
2991	TXNDC5	P51532_S1382_1_1_NO_Single
2992	DLG2	Q13263_S473_1_1_YES_Single
2993	E2F1	P51532_S1382_1_1_NO_Single
2994	HSPD1	P51532_S1382_1_1_NO_Single
2995	SMARCD2	P51532_S1382_1_1_NO_Single
2996	L3MBTL3	P51532_S1382_1_1_NO_Single
2997	KIDINS220	P51532_S1382_1_1_NO_Single
2998	RAD1	P51532_S1382_1_1_NO_Single
2999	RBM11	P51532_S1382_1_1_NO_Single
3000	DFFB	Q13263_S473_1_1_YES_Single
3001	RPS20	P51532_S1382_1_1_NO_Single
3002	EVI5	P51532_S1382_1_1_NO_Single
3003	SLC15A2	P51532_S1382_1_1_NO_Single
3004	PCSK5	P51532_S1382_1_1_NO_Single
3005	RAD52	P51532_S1382_1_1_NO_Single
3006	CUEDC1	P51532_S1382_1_1_NO_Single
3007	STK3	P51532_S1382_1_1_NO_Single
3008	TSR1	P51532_S1382_1_1_NO_Single
3009	COL1A1	P51532_S1382_1_1_NO_Single
3010	ESR2	Q13263_S473_1_1_YES_Single
3011	ILDR2	P51532_S1382_1_1_NO_Single
3012	PIAS1	P51532_S1382_1_1_NO_Single
3013	GRB7	P51532_S1382_1_1_NO_Single
3014	CCDC28A	P51532_S1382_1_1_NO_Single
3015	RUFY2	P51532_S1382_1_1_NO_Single
3016	PEX7	P51532_S1382_1_1_NO_Single
3017	ZNF207	P51532_S1382_1_1_NO_Single
3018	PPP1R12A	Q13263_S473_1_1_YES_Single
3019	PHLPP1	P51532_S1382_1_1_NO_Single
3020	HSPA9	P51532_S1382_1_1_NO_Single
3021	GRK6	P51532_S1382_1_1_NO_Single
3022	CDK6	Q13263_S473_1_1_YES_Single
3023	SLC3A2	Q13263_S473_1_1_YES_Single
3024	SLC35G1	P51532_S1382_1_1_NO_Single
3025	DYRK2	Q13263_S473_1_1_YES_Single
3026	TRIM29	Q13263_S473_1_1_YES_Single
3027	ROGDI	P51532_S1382_1_1_NO_Single
3028	RAB29	P51532_S1382_1_1_NO_Single
3029	PTPN2	P51532_S1382_1_1_NO_Single
3030	SMARCA1	P51532_S1382_1_1_NO_Single
3031	ABT1	P51532_S1382_1_1_NO_Single
3032	ZNRF2	Q13263_S473_1_1_YES_Single
3033	PCDH7	P51532_S1382_1_1_NO_Single
3034	RWDD4	P51532_S1382_1_1_NO_Single
3035	RUBCN	P51532_S1382_1_1_NO_Single
3036	DSG2	P51532_S1382_1_1_NO_Single
3037	DIS3L2	P51532_S1382_1_1_NO_Single
3038	KIF18B	P51532_S1382_1_1_NO_Single
3039	ANKRD33B	P51532_S1382_1_1_NO_Single
3040	FBXW7	P51532_S1382_1_1_NO_Single
3041	NDUFA10	P51532_S1382_1_1_NO_Single
3042	FEM1B	P51532_S1382_1_1_NO_Single
3043	MYL9	P51532_S1382_1_1_NO_Single
3044	NUMBL	P51532_S1382_1_1_NO_Single
3045	EFNB2	P51532_S1382_1_1_NO_Single
3046	ZNF425	P51532_S1382_1_1_NO_Single
3047	HSPB1	Q13263_S473_1_1_YES_Single
3048	SDK2	Q13263_S473_1_1_YES_Single
3049	CCDC142	P51532_S1382_1_1_NO_Single
3050	TFE3	Q13263_S473_1_1_YES_Single
3051	CYTIP	P51532_S1382_1_1_NO_Single
3052	STING1	P51532_S1382_1_1_NO_Single
3053	PIGB	P51532_S1382_1_1_NO_Single
3054	ADAMTS9	Q13263_S473_1_1_YES_Single
3055	ARHGEF12	P51532_S1382_1_1_NO_Single
3056	SDK1	Q13263_S473_1_1_YES_Single
3057	MED27	P51532_S1382_1_1_NO_Single
3058	MGAT5	Q13263_S473_1_1_YES_Single
3059	C1S	Q13263_S473_1_1_YES_Single
3060	GIGYF2	P51532_S1382_1_1_NO_Single
3061	KLHL2	P51532_S1382_1_1_NO_Single
3062	MINAR1	P51532_S1382_1_1_NO_Single
3063	TMEM126A	P51532_S1382_1_1_NO_Single
3064	PRRC2C	P51532_S1382_1_1_NO_Single
3065	PAOX	P51532_S1382_1_1_NO_Single
3066	SEMA6A	P51532_S1382_1_1_NO_Single
3067	PDE8A	P51532_S1382_1_1_NO_Single
3068	YWHAE	P51532_S1382_1_1_NO_Single
3069	DNAH6	P51532_S1382_1_1_NO_Single
3070	DHX15	P51532_S1382_1_1_NO_Single
3071	NF1	P51532_S1382_1_1_NO_Single
3072	PPP1R36	P51532_S1382_1_1_NO_Single
3073	ECI2	P51532_S1382_1_1_NO_Single
3074	ZNF564	P51532_S1382_1_1_NO_Single
3075	GNB1L	P51532_S1382_1_1_NO_Single
3076	USF3	P51532_S1382_1_1_NO_Single
3077	ATP11C	P51532_S1382_1_1_NO_Single
3078	HNRNPF	P51532_S1382_1_1_NO_Single
3079	VCF1	P51532_S1382_1_1_NO_Single
3080	TMX4	P51532_S1382_1_1_NO_Single
3081	CFAP20	P51532_S1382_1_1_NO_Single
3082	RHOBTB3	P51532_S1382_1_1_NO_Single
3083	PGBD4	P51532_S1382_1_1_NO_Single
3084	SLC9A9	P51532_S1382_1_1_NO_Single
3085	ZNF585A	Q13263_S473_1_1_YES_Single
3086	AGPAT3	Q13263_S473_1_1_YES_Single
3087	TSPAN6	P51532_S1382_1_1_NO_Single
3088	CD82	P51532_S1382_1_1_NO_Single
3089	UBFD1	P51532_S1382_1_1_NO_Single
3090	CCDC178	P51532_S1382_1_1_NO_Single
3091	ETFBKMT	P51532_S1382_1_1_NO_Single
3092	GJA1	P51532_S1382_1_1_NO_Single
3093	RPS11	P51532_S1382_1_1_NO_Single
3094	AGGF1	Q13263_S473_1_1_YES_Single
3095	CD200	P51532_S1382_1_1_NO_Single
3096	NIBAN1	P51532_S1382_1_1_NO_Single
3097	FUZ	P51532_S1382_1_1_NO_Single
3098	ZNF84	Q13263_S473_1_1_YES_Single
3099	CMTR2	P51532_S1382_1_1_NO_Single
3100	JARID2	P51532_S1382_1_1_NO_Single
3101	ACSF3	P51532_S1382_1_1_NO_Single
3102	SNRPA1	P51532_S1382_1_1_NO_Single
3103	TOP2B	P51532_S1382_1_1_NO_Single
3104	BMP4	Q13263_S473_1_1_YES_Single
3105	SERINC5	P51532_S1382_1_1_NO_Single
3106	ZC4H2	Q13263_S473_1_1_YES_Single
3107	TENT4A	P51532_S1382_1_1_NO_Single
3108	SGCE	P51532_S1382_1_1_NO_Single
3109	ZC3H12D	P51532_S1382_1_1_NO_Single
3110	MYLK3	P51532_S1382_1_1_NO_Single
3111	NCDN	P51532_S1382_1_1_NO_Single
3112	BCAS2	P51532_S1382_1_1_NO_Single
3113	SOD1	P51532_S1382_1_1_NO_Single
3114	APLF	P51532_S1382_1_1_NO_Single
3115	TBC1D5	P51532_S1382_1_1_NO_Single
3116	LETM2	P51532_S1382_1_1_NO_Single
3117	IRAK3	Q13263_S473_1_1_YES_Single
3118	BSPRY	P51532_S1382_1_1_NO_Single
3119	RASSF3	P51532_S1382_1_1_NO_Single
3120	SIRPB2	P51532_S1382_1_1_NO_Single
3121	DDIAS	P51532_S1382_1_1_NO_Single
3122	EXPH5	Q13263_S473_1_1_YES_Single
3123	RBBP8	P51532_S1382_1_1_NO_Single
3124	LRRFIP2	P51532_S1382_1_1_NO_Single
3125	ZNF101	P51532_S1382_1_1_NO_Single
3126	H2BC21	Q13263_S473_1_1_YES_Single
3127	NFATC2IP	P51532_S1382_1_1_NO_Single
3128	KPNB1	P51532_S1382_1_1_NO_Single
3129	SLC27A2	P51532_S1382_1_1_NO_Single
3130	PIEZO1	P51532_S1382_1_1_NO_Single
3131	MS4A6A	P51532_S1382_1_1_NO_Single
3132	KPNA1	P51532_S1382_1_1_NO_Single
3133	GPN1	P51532_S1382_1_1_NO_Single
3134	DLAT	P51532_S1382_1_1_NO_Single
3135	PRNP	P51532_S1382_1_1_NO_Single
3136	ZBTB8OS	P51532_S1382_1_1_NO_Single
3137	VGLL4	P51532_S1382_1_1_NO_Single
3138	BET1L	Q13263_S473_1_1_YES_Single
3139	RAB17	P51532_S1382_1_1_NO_Single
3140	ELF4	P51532_S1382_1_1_NO_Single
